project_id,cva_percentage
154722,0.03
155357,0.2
156800,1
152069,0.19
154999,0.25
154993,0.43
154299,1
154081,0.7
156955,0.6
155678,0.24
155588,0.25
155679,0.05
154102,0.35
154146,0.6
151359,0.2
151684,0.7
150954,0.1
157357,0.4
157085,0.02
150501,0.3
158378,0.71
150748,0.07
151240,0.78
151277,0.3
151260,0.01
151239,0.2
151133,0.35
151773,0.15
156854,0.19
156923,0.32
154960,0.54
156843,0.05
151076,0.1
151796,1
151464,0.6
151188,0.21
150808,0.08
151421,0.5
151528,0.8
151694,0.35
150679,0.48
150887,0.2
152218,0.7
154739,0.05
151474,0.8
155209,0.07
152061,0.1
152190,0.4
151996,0.8
151244,0.1
154586,0.2
156917,0.2
155655,0.49
157250,0.2
152914,0.3
152570,0.2
153093,0.1
155767,0.05
153506,0.1
152200,0.59
152575,0.4
154839,0.01
154414,0.25
153601,0.15
155530,0.1
153880,0.01
152184,0.07
157076,0.02
155207,0.07
157954,0.15
151698,0.73
150880,0.3
151682,0.11
151162,0.2
151562,0.15
151769,0.48
150226,0.1
150680,0.23
151568,0.07
156627,0.5
155566,0.04
154700,0.05
155321,0.27
154188,1
154781,0.04
151798,0.12
155173,0.04
154933,0.1
155238,0.3
154503,0.1
152584,0.1
152306,1
152993,0.31
154950,0.3
151928,0.65
151524,0.8
151548,0.7
155273,0.53
155752,0.41
152283,1
154160,0.2
155076,0.82
154446,0.1
152033,0.7
151944,1
153786,0.12
155249,0.06
155597,0.05
153954,0.05
151759,0.7
151786,0.12
152215,0.2
151086,0.4
158322,0.85
151368,0.65
151594,0.1
158394,0.35
152436,1
152514,0.57
157178,0.3
157176,0.2
154743,0.5
154451,0.03
154285,0.02
151004,0
154355,0.05
154708,0.01
156790,0.94
156695,0.25
155564,0.15
155600,0.5
153750,0.2
155657,1
158395,1
154603,0.1
157197,0.02
154329,0.3
155151,0
155200,0.37
157939,0.3
161120,0.21
162028,0.4
164066,0.45
163090,0.6
164139,0.8
164447,0.37
161730,0.04
161777,0.15
163327,0.1
163458,0.1
160651,0.05
160656,1
162250,0.15
160607,0.004
159544,0.2
159229,0.08
165567,0.12
162205,0
161970,0.2
162036,0.1
162009,0
163656,0.15
163690,0.09
163699,0.2
164510,0.1
161212,0.2
162667,0.8
162832,0.17
161431,0.2
162740,0.13
159922,0.8
161868,0.6
161321,0.03
161160,0.02
160531,0.5
158809,1
159189,0.06
160642,0.16
163405,1
163347,0.3
162242,0.3
159190,0.01
160423,0.08
162885,0.15
161989,0.06
162700,0.05
165769,0.41
164062,0.12
159237,0.39
162310,0.2
162871,0.1
163894,0.5
162358,0.16
164756,0.22
163100,0.07
160092,0.17
163969,0.46
161343,0.05
164560,0.76
164534,0.52
159797,0.3
162908,0.03
163007,0.37
164143,0.6
162326,0.4
159480,0.05
161219,0.15
160941,0.45
158848,0.78
163542,0.5
163477,0.5
160898,0.26
160690,0.2
162710,0.15
162167,0.35
162743,0.25
164435,0.73
165367,0.43
164351,0.38
160625,0.3
163474,0.27
164745,0.1
161935,0.2
159360,0.64
162122,0.7
161980,0.06
161037,0.01
163499,0.3
162067,0.15
158962,0.48
164177,0.35
162523,1
166319,0.2
161714,0.07
162806,0.15
162907,0.45
164620,0.7
163646,0.6
160509,1
160104,0.75
159555,0.16
161265,0.04
166359,0.07
159352,0.12
159635,1
162387,0.65
162558,0.4
161208,0.1
160748,0.3
159724,0.1
162107,0
162070,0
162100,0
159244,0.25
162546,0.2
165526,0.15
162413,0.7
162052,0.05
159611,0.3
163631,0.73
162119,0.3
162086,0
165053,0.03
161325,1
161588,0.12
160087,0.06
166622,0.07
162615,0.43
166613,0.86
164617,0.06
160709,0.1
161033,0.2
161870,0.1
161239,0.07
160095,1
160326,0.3
160846,0.21
165709,0.26
159801,0.3
159257,1
160821,0.4
160499,0.4
158933,0.75
159630,0.3
159008,0.75
159440,0.5
162809,0.1
159693,0.21
163364,0.38
159926,0.23
159503,0.03
164413,0
158854,0.96
158975,0.25
161346,0.51
162590,0.65
162847,0.4
164332,0.5
164349,0.7
164732,0.3
162303,0.25
162446,0.03
171851,0.5
165556,0.1
164715,0.34
159559,0.2
159027,1
161476,0.4
162014,0.05
166439,0.05
159562,0.48
162365,0.3
159979,0.3
162935,0.11
162297,0.08
158917,0.88
160484,0.41
164282,1
159893,0.45
158779,0.7
160244,0.1
160665,0.3
160945,0.15
160652,0.3
161691,0.26
159051,0.17
163591,0.06
159973,0.3
159246,0.1
162471,0.95
162918,0.03
165743,0.1
160467,0.19
161672,0.05
160555,0.76
163800,0.11
162681,1
164093,0.7
162822,0.1
159148,0.38
159868,1
162319,0.66
162371,0.4
159222,0.1
166458,0.5
163596,0.43
162213,1
162586,0.34
163905,0.04
159569,0.08
162469,0.25
163487,0.03
166625,0.07
159736,1
164140,0.01
159905,0.15
165632,0.15
162905,0.25
162943,0.05
164741,0.3
165651,0.8
165634,0.05
163626,0.87
163616,0.4
159158,1
159696,0.1
159689,0.1
159335,0.26
158776,0.6
159278,0.1
159687,0.4
158781,0.38
159990,0.1
159445,0.7
159204,0.7
159509,0.4
164558,0.18
160321,0.4
164305,0.54
164398,0.66
164256,0.02
159809,0.6
163957,0.8
164013,0.7
164014,1
164198,0.05
164209,0.3
164517,0.75
164535,0.33
159725,0.2
159533,0.06
162419,0.69
160315,0.4
160909,0.6
162451,0.26
160770,1
159515,0.2
161041,0.2
160366,0.2
160490,0.65
160268,0.15
161124,1
160251,0.55
160227,0.19
160311,0.18
161056,0.1
159634,0.6
162563,0.13
159939,0.73
162714,0.3
165580,0.5
165569,0.06
166234,0.05
162008,0.1
161995,0
164421,0.2
167117,0.4
159986,0.1
160151,0.5
166522,0.6
159040,0.25
158875,0.15
163142,0.14
163019,1
161979,0.2
162046,0
159577,0.7
172702,0.01
172852,0.2
171197,0.34
178598,0.18
178606,0.56
172671,0.1
172705,0.1
172788,0.5
175410,0.62
175512,0.31
175695,0.05
175468,0.3
178969,0.2
174784,0.22
179242,0.07
173222,0.01
171672,0.3
175036,0.12
172875,0.12
172557,0.01
174907,0.15
176233,0.2
171636,0.4
171019,0.09
172795,1
174579,1
172540,0.05
172545,0.05
172970,0.15
175403,0.43
176542,0.05
176225,0.57
172475,0.38
178704,0.1
173044,0.16
178515,0.2
171896,0.04
178897,0.03
178955,0.63
174738,0.78
174829,0.45
178518,1
179240,1
173408,0.3
179072,0.3
170961,0.83
178785,0.1
174756,0.4
174622,0.4
174745,0.72
173726,0.19
173999,0.3
171439,0
172222,0.05
174096,0.2
174526,0.3
172207,0.25
173148,0.01
175771,0.2
183188,0.2
176633,0.05
172498,0.33
172541,0.18
183152,0.75
173191,1
171892,0.28
173172,0.7
173443,0.1
173225,0.25
173369,0.34
172922,0.1
173604,0.04
173065,0.12
172774,0.15
171925,0.34
173813,1
175407,0.3
176515,0.1
176256,0.3
175454,0.43
172570,0.08
172847,1
178787,0.15
171281,0
171116,0.4
171784,0.11
171333,0
175562,0.5
175053,0.15
175264,1
172882,0
178999,0.75
173685,0.5
172874,0.05
174062,0.16
171727,0.7
173641,0.3
173686,0.45
183333,0.8
173306,0.64
172993,0.35
175286,0.48
175145,1
176358,0.02
173069,1
171893,0.16
171852,0.1
171918,0.2
171866,0.1
171606,0.48
171220,0
175703,0.5
171553,0
175782,0.01
176300,0.3
174910,0.3
178804,0.64
170914,0
171070,0
171442,0
171072,0.1
172891,0.24
173732,1
175646,0.15
183143,0.88
176642,0.05
173160,0
172950,0.1
172717,0
171916,0.05
175938,0.03
176251,0.01
175947,0.05
176183,0.05
178994,0.05
176649,0.05
178689,0.05
176121,0.25
174153,0.9
178790,0.6
171379,0.25
171760,0.05
175868,0.19
175778,0.07
176588,0.15
178495,0.13
178578,0.06
172278,0.06
172193,1
172326,0.2
172245,0.35
173509,0.32
173124,0.6
178731,0.3
178951,0.26
173203,0.87
173141,1
172941,0.6
172689,0.3
171458,0
172831,0.06
172887,0.43
171310,0.6
178943,0.45
175188,0.1
178743,0.04
170986,0
174533,0.35
171486,0.85
172208,0.43
172128,0.25
172436,0.25
183189,0.01
183215,0.17
183184,0.15
183162,0.07
172750,0.3
178607,0.86
173539,0.17
173669,0.16
176632,0.4
171387,0.43
171568,0.7
178554,0.17
178646,0.1
178959,0.4
178552,0.45
178962,0.1
183219,0.38
183121,0.78
178563,0.8
178668,0.71
178895,0.75
172841,0.69
172633,0.13
173752,0.27
178460,0
173373,1
173328,0.8
171133,0.6
172175,0.05
176634,0.05
171853,0.06
182929,0.5
173392,0.2
178923,0.02
178863,1
178838,0.07
183272,1
173659,1
172113,0.16
173215,0.05
171670,0.2
178793,0.3
178526,0.5
172345,0.08
182963,0.27
174770,0.4
174793,0.12
175260,1
182972,0.3
182906,0.42
182919,0.15
171956,0.25
182920,0.5
171561,0.1
183037,0.07
176232,0.01
171864,0.24
173593,1
175271,0.18
173163,0.17
175278,0.16
172578,0.2
179065,0.4
172521,0.02
172488,0.05
172543,0.05
175929,0.01
172598,0.52
176372,0.1
176452,0.11
175840,0.05
174625,0.32
172775,0
175704,0.2
176156,0.13
171628,0.14
174210,1
170982,0.1
171391,0.05
174087,1
174669,0.45
174715,0.1
178828,0.01
176626,0.3
173303,0.5
176603,0.1
171687,0.7
171364,0.5
171580,0.65
171528,0.6
171720,0.12
171012,0.1
171740,0.13
171611,0.76
171099,0.79
171779,0.3
172765,0.1
173246,0.29
171744,0.2
174235,0.05
171350,1
174636,0.26
174817,1
172376,0.36
171326,0.02
171535,0.01
171007,0.65
172805,0.05
171157,0.01
182890,0.18
182902,0.5
182879,0.1
173123,1
172946,0.05
171073,0.7
171145,0.2
179226,0.1
178527,0.01
178889,0.7
178699,0.02
179201,0.07
173657,0.2
173032,0.28
173008,0.25
172123,0.15
179166,1
178765,1
179144,0.58
179229,0.37
178836,0.23
178810,0.37
178741,0.05
171573,0.15
172590,0.53
178963,0.1
171127,0.15
171257,0.28
171883,0.05
173561,0.5
174274,0.35
174887,0.05
172663,0.14
175356,0.1
172455,0.7
172620,1
171929,0.1
173393,0.01
171026,0.25
173018,0.01
176420,0.01
172246,0.11
178857,0.5
179007,0.78
179039,0.1
179221,0
178851,0.6
179010,0.3
178840,0.5
178782,0.52
178907,0.6
174857,0.4
174704,1
171946,1
172001,0.42
178436,1
178950,0.54
172220,0.05
172301,0.08
172259,0.06
172177,0.1
172665,0.14
172049,0.2
175257,0.25
178696,0.1
175068,0.42
172122,0.5
174676,0.37
173664,0.02
172833,0.73
183198,0.39
171336,0.48
170984,0.49
172344,0.09
174094,0.6
175216,0.17
174692,0.15
172031,1
171330,0.1
172770,0.55
182948,0.3
178434,0.53
173699,0.1
178679,0.51
178429,0.42
171609,0
171386,1
171283,1
171126,0
178422,0.11
171557,1
170987,0.01
178944,0.2
178638,0.07
179244,1
179149,0.1
171380,1
172596,0.13
176031,0.2
173995,1
178856,0.1
176050,0.5
175313,0.3
171308,0.12
170975,0.39
171713,0.11
171434,0.5
170922,0.52
171023,0.8
171542,0.3
172591,0.01
176182,0.15
179171,1
171643,0.11
171004,0.07
171374,0.09
171177,0.2
171201,0.15
175531,0.2
175814,0.2
173342,0.09
182918,0.1
176620,1
189716,0.03
186268,0.3
184744,0.8
184757,0.04
190296,0.15
187891,1
189857,0.1
188340,0
185482,1
192454,0.2
190048,0.03
183769,0.05
183934,0.14
184326,0.85
184176,0.7
184560,0.73
187044,0.08
183453,1
192396,0.38
189989,0.5
186520,0.33
186542,0.25
183944,0.12
187721,0.03
187186,0.04
183463,0.96
183745,0
183601,0.05
183697,0.4
186468,0.2
186904,0.54
183891,0.14
185787,0.32
185879,0.2
187691,0.48
185804,0.09
185749,0.28
183501,0.2
183543,0.1
186980,0.15
187933,0.05
188564,0.03
187782,0.22
184278,0.16
187807,0.01
185755,0.1
185816,1
185820,1
186009,0.42
186031,0.17
187038,0.3
186922,0.97
186814,0.6
186505,0.1
186933,0.25
186511,0.25
186805,0.61
186807,0.2
187540,0.18
189872,0.01
183670,1
183514,0.65
189062,0.5
185479,1
185353,0.29
189315,0.1
187677,0.05
186017,0.4
185953,0.02
186454,0.18
185465,0.3
189893,0.08
187718,0.5
187551,0.1
189643,0.2
185468,0.2
189695,0.14
186324,0.15
184395,0.2
183538,1
183734,0
185467,0.2
185466,0.2
185240,0.05
189678,0.03
183900,0.5
186012,0.25
185856,0.59
185562,0.35
185704,0.01
186414,0.15
187148,0.3
186660,0.58
189079,0.05
185625,0.05
185608,0.06
185738,0.06
185642,0.07
185746,0.1
186415,0.15
183448,0
183490,1
183437,0
183492,0
183494,0.6
183493,0
190293,0.54
184257,0.44
186316,0.3
186617,0.13
186180,0.5
186278,0.5
183588,0
184251,0.25
188113,0.09
185655,0.07
183870,0.2
183947,0.1
188339,0.65
187734,0.2
184469,0.25
184615,0.3
187869,0.15
184729,0.6
183795,0.9
186109,0.1
187145,0.2
190364,0.2
188953,0.11
188433,0.42
185563,0.45
190306,0.15
190012,0.5
187215,0.5
187213,0.6
187212,0.3
187655,0.27
186781,0.08
189788,0.78
186539,0.88
186545,0.4
184073,0.27
186683,0.3
186846,0.3
187276,0.32
187264,0.1
188884,0.05
192502,0.49
190413,0.35
190304,0.2
189816,0.03
189890,0.03
190231,0.89
190240,0.7
190464,0.21
190248,0.7
190099,1
190337,0.31
187312,0.53
184431,0.55
190069,0.1
190132,0.6
190498,0.35
183579,0
183606,0
183581,0
183562,0
189691,0.05
189732,0.1
185699,0.13
185794,0.13
187157,0.3
185812,0.32
187867,0.3
185174,0.25
186971,0.15
186965,0.05
185869,0.13
184795,0.4
188130,0.1
188146,0.2
189846,0.35
189577,0.2
189130,0.2
189236,0.2
189438,0.2
189635,0.2
188992,0.09
189207,0.07
189009,0.01
189638,0.3
188551,0.01
187808,0.05
187153,0.4
189221,0.03
189107,0.65
189120,0.35
183750,0
187552,0.01
187905,0.05
183440,0
183726,0
187225,0.7
186741,0.55
186898,0.09
186139,0.2
186333,0.14
185963,0.02
186313,0.02
186813,1
184476,0.7
187616,0.79
187696,0.75
188424,0.2
187699,1
186546,0.25
187909,0.01
188293,1
192389,0.18
187499,0.28
187143,0.14
187742,0.75
186888,0.1
186956,0.1
186858,0.2
185557,0.01
190514,0.01
183619,1
186649,0.4
185485,0.2
185476,0.26
185441,0.2
185312,0.05
185426,0.3
186492,0.38
185899,0.1
183495,0
185937,1
186202,0.16
184067,0.6
186672,1
183652,0
183452,0
186495,0.02
183603,0.12
185954,0.2
187121,0.78
183781,0.13
190491,0.14
186404,0.15
188927,0.25
184303,0.1
186923,0.3
184328,0.8
189527,0.08
188166,0.3
183794,0.25
184619,0.62
187155,0.36
183673,0.1
188356,0.56
187788,0.02
185773,0.05
185658,0.07
189001,0.15
185650,0.02
186935,0.15
186800,0.17
186582,0.01
187104,0.2
183779,0.01
183853,1
185458,0.26
185673,0.2
187078,0.2
183763,0.3
189662,0.07
187218,0.01
187978,0.26
186512,0.15
187981,0.56
184403,0.45
187134,0.14
186952,0.7
188063,0.05
186586,0.5
187723,0.07
190430,0.35
189493,0.06
189071,0.02
185315,0.36
183507,0.42
183612,0
183755,0
183730,0.58
183483,0
183542,0
183676,0.02
183668,0
183688,0
183675,0.07
183504,0
183762,0.33
186881,0.12
183567,0
186651,0.6
189664,0.15
184065,0.9
183506,0
185806,0.25
186907,0.1
183780,0
187827,0.69
186769,0.04
184005,0.5
183959,1
184018,0.1
188208,0.3
184113,0.15
187831,0.93
185453,0.1
187201,0.1
186518,0.06
188672,0.4
184424,0.5
187787,1
185686,0.09
187913,0.07
185588,0.15
185617,0.15
189766,0.05
187075,0.02
183663,0.08
183736,0
183747,0
183672,0.6
183589,0
183700,1
183737,0.71
183511,0.1
183611,0.78
183623,0.3
183503,1
186388,0.06
183462,0
187122,0.2
189883,0.25
183798,1
192206,0.19
188353,0.15
188117,0.72
188097,0.6
188367,0.05
187828,0.1
183826,0.11
183570,0.77
183487,0
185776,0.2
185637,0.05
185734,0.52
183849,0.5
187107,0.2
188080,1
189690,0.35
187925,0.2
187866,0.1
188301,0.01
188369,0.05
185678,0.5
189592,0.25
189090,0.2
186297,0.15
188014,0.1
184460,0.22
192520,0.15
188419,0.1
184587,0.15
184709,0.41
188155,1
184254,0.42
184286,0.07
184445,0.5
184155,0.33
184323,0.18
184357,0.67
184636,0.2
184389,0.5
184456,0.48
184548,0.2
184656,0.73
184312,0.1
188145,0.02
186041,0.18
183559,1
185364,0.5
183533,0
189559,0.15
186727,0.05
183935,0.05
190377,1
190564,0.2
190245,0.1
190426,0.35
183766,0.2
185369,0.2
186034,0.3
183524,0.1
183513,0
183694,0.75
185821,0.5
186840,0.02
186434,0
183535,0.19
185505,0.8
189590,0.05
186519,0.18
183572,1
189924,0.25
183733,0
185432,0.1
183856,1
190419,0.2
183979,0.2
188109,0.98
183577,0
183731,0.76
183541,0
185427,0.3
185417,0.1
184553,0.2
184713,0.1
184614,0.1
184750,0.2
184592,0.3
184310,0.2
184641,0.61
184173,0.63
189599,0.1
186960,0.6
186957,0.03
186618,0.48
184737,0
187614,0.3
189318,0.3
190368,0.03
183491,1
189660,0.07
186408,0.1
186874,0.7
187783,0.01
190060,0.05
190513,0.01
186637,0.2
186863,0.1
188024,0.25
183632,0.25
183720,0.65
183470,0.03
183549,0
183743,0
183735,0
189023,0.05
188139,0
184479,0.41
185827,0.02
185797,0.09
183517,0.13
186700,0.25
185301,0.11
185361,0.4
188423,0.51
188093,0
199538,0.4
197759,0.05
196905,0.44
196853,0.05
196142,1
197708,1
196919,0.08
196141,0.45
196847,0.01
196963,0.1
196792,0.05
194422,0.2
194360,0.2
195749,0.45
196274,0.34
194410,0.2
195924,0.2
198229,0.25
198475,0.4
194500,0.05
198472,0.07
194665,0.15
199997,0.8
194495,0.2
199131,0.14
199466,0.2
194186,0.3
193626,0.08
194398,0.15
194218,0.15
196071,0.15
194832,0.2
196196,0.1
194362,0.07
196056,0.1
198523,0.1
196507,0.1
199956,0.02
194366,0.1
195972,0.22
196332,0.15
200358,0.6
199365,0.47
195768,0.14
196931,0.01
196409,0.63
195839,0.1
193806,0.83
193668,0.1
194027,0.2
194125,0.3
199636,1
196105,1
194531,1
194794,0.15
194048,0.05
194533,0.11
194788,0.28
197141,0.02
198211,0.25
199330,0.1
195938,0.48
194475,0.05
198964,0.15
197881,0.55
193648,0
193650,0
193654,1
193655,0
193669,0.6
193954,0
193597,0.2
196354,1
200035,1
196351,0.98
196871,0.1
193575,0
193544,0.12
193588,0
196899,0.16
196647,0.09
194459,0.1
194150,0.21
194718,0.35
196107,0.15
200056,0.28
195886,0.22
198893,0.6
199554,0.69
199028,0.07
197102,0.48
193831,0.1
198678,0.6
199540,0.5
199516,0.77
199317,0.3
199653,0.22
199542,0.4
195901,0.05
197761,0.4
193594,1
198812,0.05
198741,0.3
196016,0.07
195931,0.34
196378,0.95
195858,0.01
196007,0.01
195998,0.02
195987,0.03
196017,0.3
195962,0.03
195694,0.3
196455,0.05
196558,0.15
196570,0.59
196643,0.2
196454,0.05
196310,0.05
197875,0.16
196499,0.01
197074,0.3
198701,0.2
196785,0.02
198733,0.6
197794,0.19
197858,0.6
197814,0.16
197882,0.2
197876,0.2
199545,0.6
194462,0.2
196330,0.15
204218,0.6
197866,0
194100,0.6
198147,0.22
196202,0.5
194662,0.05
194045,0.15
194778,0.02
197126,0.4
195957,0.1
193577,0
193841,0.56
193719,0.85
193604,0
193580,0
196884,0.06
196116,0.2
193883,1
196041,0.13
194203,0.3
194455,0.05
200145,0.1
197563,0.33
196397,0.06
195956,0.15
195896,0.08
196584,0.03
198206,0.02
194160,0.2
200020,0.6
198832,0.3
198707,0.05
196006,0.03
194235,0.03
196183,0.3
194707,0.2
198493,1
198654,0.1
196223,0.72
198379,0.32
197473,0.12
194710,0.2
197703,0
194476,0.01
194217,0.1
194467,0.2
193889,0
193676,0
198026,0.02
198765,0.08
198667,0.58
198592,0.1
199351,0.77
198823,0.05
198407,0.62
198456,0.32
198177,0.01
198430,0.42
198442,0.67
198529,0.01
195603,0.1
204386,0.6
198682,0.26
198729,0.1
195808,0.2
193877,0
193713,0
193849,0
196719,0.56
196730,0.18
197286,0.15
198107,0.5
195715,0.05
200141,0.08
200211,0.5
200274,0.16
200242,0.02
200241,0.21
200233,0.09
200237,0.05
200209,0.3
200266,0.06
200231,1
197792,0.17
193975,0.1
193972,0.2
194025,0.08
194047,0.7
198209,0.18
193888,0.03
194601,0.06
198376,0.25
198259,0.14
198712,1
198000,0.08
196015,0.05
193782,0.95
199721,0.1
199710,0.3
198274,0.14
198276,0.2
199910,1
195732,1
198749,0.2
196345,0.07
196786,0.03
193711,0
194184,0.02
196049,0.05
200272,0.17
198657,0.23
195976,1
196120,0.08
193657,1
195973,0.57
195947,0.1
193828,0
193779,0.01
193827,0
199595,0.1
198659,0.04
198466,0.17
198974,0.1
198734,0.1
197981,1
198113,0.6
194099,0
193861,0.01
193996,0.01
199912,1
196410,0.09
196370,0.11
198865,1
200258,0.2
194753,0.07
199961,0.05
197396,0.25
197412,0.4
197414,0.25
197420,0.3
194212,0.03
198600,0.05
196104,0.1
193898,0
196445,0.01
196763,0.7
196858,0.5
197565,0.01
194020,0.5
197211,0.35
193825,0
193605,1
193600,0
192643,0
194358,0.15
199263,1
199353,0.19
193523,1
193520,0
193936,0
193901,0.25
193762,0.95
197407,0.3
199110,0.08
196312,0.5
198546,0.16
203323,0.6
203176,0.5
196110,0.2
198465,0.7
198786,0.15
198028,0.2
199038,0
198586,0.1
198286,0.12
197786,1
199558,0.3
199393,0.23
193573,0
197846,0.48
195777,0.07
196701,0.02
195652,0.1
200249,0.4
198504,0.02
198187,0.4
195838,0.1
199200,0.07
198676,0.34
199158,0.14
199172,0.34
199919,0.8
199149,0.11
196697,0.7
196005,0.1
197659,0.25
197206,0.85
196133,0.01
198790,0.5
194468,0.02
197424,0.5
199859,0.14
199906,0.15
198807,0.38
199857,0.2
199917,1
196625,0.65
196859,0.2
197401,0.5
188172,1
196054,0.3
195615,1
198894,0.65
194348,0.45
196393,0.5
196340,1
194372,0.1
194532,0.03
198691,0.1
196782,0.93
197370,0.3
199102,1
198795,0.1
198576,0.5
196383,0.4
194431,0.3
194325,0.3
194643,0.1
199369,0.23
194300,0.05
198689,0.5
193801,0.25
199865,0.6
199994,0.3
199379,0.28
197819,0.3
193775,0
196680,0.1
194309,0.15
193722,0
193851,0
193976,0
196744,0.1
197949,0.08
199977,0.02
193593,0.3
194172,0.23
193882,0.15
194655,0.45
197509,1
196703,1
193795,1
198889,0.2
199801,0.2
198855,0.03
199259,0.18
199394,0.2
194147,0.35
194816,1
194813,0.02
197348,0.1
199938,0.15
199887,0.8
194404,0.05
198945,1
194171,0.2
199696,0.25
196749,0.73
193923,0.16
196806,0.79
198001,1
194376,0.4
194326,0.25
199155,0.58
198361,0.4
197860,0.58
197718,0.03
194292,0.05
196003,0.12
194797,0.11
199306,1
199340,0.07
200026,0.07
199519,0.2
199251,0.05
193761,0
196112,0.05
196329,0.02
199347,0.5
198778,0.14
197006,0.83
196984,0.4
193808,1
199552,0.3
193705,0.3
193785,0
198567,0.3
199679,1
193957,0.4
194216,0.05
199504,0.2
198459,0.45
198458,1
197596,0.4
199854,0
193896,0
194418,0.25
193787,0
193863,0.1
193875,0.1
193584,0.1
193897,0.16
193919,0
193925,0
193717,0
193583,0
193660,0
193857,0
193621,0
193702,1
193780,0.4
193524,0.7
193856,0.03
193902,0.03
193844,1
193943,1
193848,0.27
193709,0
193680,0
193611,0
193690,0
193715,0
193576,0
193674,1
193766,0.51
199508,0.2
198903,0.05
196172,0.05
196115,0.1
193572,0
198901,0.13
198732,0.01
198238,0.25
197905,0.13
