project_id,cva_percentage,cva
151537,0,FALSE
151541,0,FALSE
151542,1,TRUE
151544,0,FALSE
151546,0,FALSE
151548,0.7,TRUE
151553,0,FALSE
151557,0.2,TRUE
151562,0.15,TRUE
151563,0,FALSE
151566,0.01,TRUE
151568,0.07,TRUE
151572,0,FALSE
151577,0.63,TRUE
151580,0,FALSE
151590,0,FALSE
151594,0.1,TRUE
151621,0,FALSE
151628,0.15,TRUE
151652,0,FALSE
151653,0,FALSE
151661,0.02,TRUE
151665,0,FALSE
151667,0,FALSE
151668,0,FALSE
151672,0.4,TRUE
151675,0,FALSE
151682,0.11,TRUE
151684,0.7,TRUE
151687,0,FALSE
151694,0.35,TRUE
151698,0.73,TRUE
151703,0.55,TRUE
151704,0,FALSE
151709,0,FALSE
151714,0,FALSE
151715,0,FALSE
151756,0,FALSE
151757,0.07,TRUE
151759,0.7,TRUE
151762,0,FALSE
151767,0.35,TRUE
151769,0.48,TRUE
151773,0.15,TRUE
151775,0,FALSE
151786,0.12,TRUE
151791,0,FALSE
151796,1,TRUE
151798,0.12,TRUE
151800,0.12,TRUE
151805,0.12,TRUE
151808,0,FALSE
151815,0,FALSE
151831,0.36,TRUE
151841,0,FALSE
151843,0,FALSE
151844,0,FALSE
151846,0,FALSE
151856,0,FALSE
151862,0,FALSE
151865,0,FALSE
151879,0.5,TRUE
151888,0,FALSE
151893,0,FALSE
151894,0,FALSE
151913,0.9,TRUE
151916,1,TRUE
151924,0,FALSE
151928,0.65,TRUE
151933,0,FALSE
151935,0,FALSE
151941,0,FALSE
151942,0,FALSE
151944,1,TRUE
151945,0,FALSE
151947,0,FALSE
151952,0,FALSE
151962,0,FALSE
151968,0,FALSE
151980,0,FALSE
151985,0,FALSE
151994,0,FALSE
151996,0.8,TRUE
152000,0,FALSE
152001,0,FALSE
152002,0,FALSE
152006,0,FALSE
152010,0.7,TRUE
152014,0.4,TRUE
152017,0.01,TRUE
152019,0,FALSE
152022,0,FALSE
152028,0,FALSE
152030,0,FALSE
152033,0.7,TRUE
152034,0.4,TRUE
152037,0.26,TRUE
152042,0,FALSE
152043,0.25,TRUE
152045,0,FALSE
152061,0.1,TRUE
152064,0,FALSE
152067,0,FALSE
152069,0.19,TRUE
152077,0,FALSE
152078,0,FALSE
152083,0,FALSE
152084,0,FALSE
152086,,TRUE
152090,0,FALSE
152093,0,FALSE
152107,0,FALSE
152120,0.13,TRUE
152132,0.25,TRUE
152135,0,FALSE
152137,0,FALSE
152140,0,FALSE
152141,0.6,TRUE
152144,0,FALSE
152145,0.4,TRUE
152158,0,FALSE
152164,0,FALSE
152178,0,FALSE
152184,0.07,TRUE
152190,0.4,TRUE
152195,0,FALSE
152200,0.59,TRUE
152201,0,FALSE
152203,0,FALSE
152204,0,FALSE
152213,0,FALSE
152215,0.2,TRUE
152217,0,FALSE
152218,0.7,TRUE
152225,0,FALSE
152227,0,FALSE
152232,0,FALSE
152235,0,FALSE
152246,0,FALSE
152248,0,FALSE
152279,1,TRUE
152280,1,TRUE
152283,1,TRUE
152284,0,FALSE
152289,1,TRUE
152306,1,TRUE
152308,0,FALSE
152313,0,FALSE
152314,0,FALSE
152318,0,FALSE
152324,0,FALSE
152326,0,FALSE
152341,0,FALSE
152364,0,FALSE
152399,0,FALSE
152400,0,FALSE
152401,0,FALSE
152407,0,FALSE
152410,0,FALSE
152416,0,FALSE
152417,0.5,TRUE
152418,0.3,TRUE
152427,0,FALSE
152430,0,FALSE
152436,1,TRUE
152437,0,FALSE
152446,0,FALSE
152454,0.1,TRUE
152457,0,FALSE
152458,0,FALSE
152470,0,FALSE
152472,0,FALSE
152477,0,FALSE
152482,0,FALSE
152486,0,FALSE
152499,0,FALSE
152501,0.05,TRUE
152510,0,FALSE
152514,0.57,TRUE
152515,0.1,TRUE
152517,0.5,TRUE
152518,0,FALSE
152520,0,FALSE
152521,0.2,TRUE
152526,0,FALSE
152531,0,FALSE
152534,0,FALSE
152536,0,FALSE
152539,0,FALSE
152543,0,FALSE
152544,0,FALSE
152545,0,FALSE
152547,0,FALSE
152550,0.15,TRUE
152554,0,FALSE
152555,0.3,TRUE
152559,0.1,TRUE
152562,0,FALSE
152567,0,FALSE
152570,0.2,TRUE
152571,0,FALSE
152574,0.14,TRUE
152575,0.4,TRUE
152577,0,FALSE
152580,0,FALSE
152584,0.1,TRUE
152595,0,FALSE
152598,0,FALSE
152609,0,FALSE
152611,0,FALSE
152614,0.34,TRUE
152620,0,FALSE
152623,0,FALSE
152624,0.15,TRUE
152625,0,FALSE
152635,0,FALSE
152637,0,FALSE
152641,0,FALSE
152642,0.05,TRUE
152645,0.45,TRUE
152647,0,FALSE
152650,0.25,TRUE
152651,0,FALSE
152652,0,FALSE
152662,0,FALSE
152669,0,FALSE
152674,0,FALSE
152675,0.2,TRUE
152681,0.01,TRUE
152692,0,FALSE
152693,0,FALSE
152694,0,FALSE
152700,0,FALSE
152701,0.25,TRUE
152703,0,FALSE
152704,0,FALSE
152709,0,FALSE
152710,0,FALSE
152716,0,FALSE
152717,0,FALSE
152721,0.1,TRUE
152722,0,FALSE
152723,0.1,TRUE
152725,0,FALSE
152726,0.5,TRUE
152730,0,FALSE
152736,0,FALSE
152738,0,FALSE
152747,0,FALSE
152750,0,FALSE
152752,0,FALSE
152753,0.1,TRUE
152754,0,FALSE
152759,0.4,TRUE
152760,0.15,TRUE
152763,0.3,TRUE
152769,0,FALSE
152771,0,FALSE
152788,0,FALSE
152791,0,FALSE
152792,0,FALSE
152801,0.1,TRUE
152803,0,FALSE
152811,0.4,TRUE
152818,0.15,TRUE
152825,0,FALSE
152830,0,FALSE
152846,0,FALSE
152852,0.2,TRUE
152853,0,FALSE
152855,0,FALSE
152857,0,FALSE
152865,0.16,TRUE
152868,0.3,TRUE
152900,0.23,TRUE
152901,0,FALSE
152903,0,FALSE
152914,0.3,TRUE
152915,0,FALSE
152926,0,FALSE
152927,0,FALSE
152928,0,FALSE
152931,0,FALSE
152932,0.3,TRUE
152934,0,FALSE
152938,0,FALSE
152943,0,FALSE
152949,0,FALSE
152950,0,FALSE
152956,0,FALSE
152959,0,FALSE
152960,0,FALSE
152965,0.25,TRUE
152978,0,FALSE
152979,0.12,TRUE
152982,0,FALSE
152993,0.31,TRUE
152995,0,FALSE
152996,0,FALSE
153007,0,FALSE
153016,0,FALSE
153019,0,FALSE
153023,0,FALSE
153029,0,FALSE
153030,0,FALSE
153033,0,FALSE
153034,0.1,TRUE
153046,0,FALSE
153052,0,FALSE
153064,0,FALSE
153074,0.2,TRUE
153075,0.05,TRUE
153083,0,FALSE
153093,0.1,TRUE
153096,0,FALSE
153103,0,FALSE
153104,0,FALSE
153109,0,FALSE
153111,0.2,TRUE
153112,0,FALSE
153118,0.1,TRUE
153125,0,FALSE
153127,0,FALSE
153131,0,FALSE
153136,0,FALSE
153137,0,FALSE
153138,0.5,TRUE
153139,0,FALSE
153141,0,FALSE
153145,0,FALSE
153148,0,FALSE
153162,0,FALSE
153170,0,FALSE
153181,0.1,TRUE
153182,0.1,TRUE
153196,0,FALSE
153200,0,FALSE
153201,0,FALSE
153208,0.1,TRUE
153217,0.03,TRUE
153226,0,FALSE
153231,0.05,TRUE
153236,0,FALSE
153237,1,TRUE
153243,0.3,TRUE
153247,0,FALSE
153251,0,FALSE
153264,0.24,TRUE
153269,0,FALSE
153275,0.1,TRUE
153279,0,FALSE
153289,0,FALSE
153291,0.1,TRUE
153292,0.03,TRUE
153297,0,FALSE
153307,0,FALSE
153314,0,FALSE
153322,0,FALSE
153325,0,FALSE
153338,0.3,TRUE
153343,0,FALSE
153351,0,FALSE
153366,0,FALSE
153367,0,FALSE
153378,0,FALSE
153380,0,FALSE
153387,0,FALSE
153389,0,FALSE
153395,0,FALSE
153396,0,FALSE
153398,0,FALSE
153399,0,FALSE
153401,0,FALSE
153403,0,FALSE
153406,0.7,TRUE
153418,0,FALSE
153441,0.1,TRUE
153453,0,FALSE
153455,0,FALSE
153465,0,FALSE
153473,0,FALSE
153479,0.11,TRUE
153497,0,FALSE
153506,0.1,TRUE
153509,0,FALSE
153514,0,FALSE
153526,0,FALSE
153529,0,FALSE
153545,0.4,TRUE
153550,0,FALSE
153559,0,FALSE
153565,0,FALSE
153568,0.05,TRUE
153570,0,FALSE
153584,0,FALSE
153601,0.15,TRUE
153614,0.5,TRUE
153623,0,FALSE
153627,0,FALSE
153628,0,FALSE
153635,0,FALSE
153638,0.05,TRUE
153655,0.16,TRUE
153681,0,FALSE
153682,0,FALSE
153691,0,FALSE
153694,0,FALSE
153701,0,FALSE
153707,0,FALSE
153710,1,TRUE
153712,0,FALSE
153717,0,FALSE
153727,0,FALSE
153728,0,FALSE
153729,0.09,TRUE
153745,0,FALSE
153747,0,FALSE
153750,0.2,TRUE
153751,0,FALSE
153757,0,FALSE
153773,0,FALSE
153786,0.12,TRUE
153800,0,FALSE
153813,1,TRUE
153816,0,FALSE
153819,0,FALSE
153820,0.51,TRUE
153833,1,TRUE
153835,0.11,TRUE
153849,0,FALSE
153852,0,FALSE
153880,0.01,TRUE
153883,0,FALSE
153896,1,TRUE
153907,0,FALSE
153922,1,TRUE
153938,0,FALSE
153947,0,FALSE
153953,0,FALSE
153954,1,TRUE
153955,0,FALSE
153958,1,TRUE
153968,0,FALSE
153972,0,FALSE
153977,0,FALSE
153984,1,TRUE
153987,0,FALSE
153996,0,FALSE
154001,0,FALSE
154022,1,TRUE
154024,1,TRUE
154032,0.2,TRUE
154035,0,FALSE
154050,0,FALSE
154060,0,FALSE
154065,0.2,TRUE
154075,0,FALSE
154076,0.7,TRUE
154080,0.17,TRUE
154081,0.7,TRUE
154083,0,FALSE
154097,0.01,TRUE
154102,0.35,TRUE
154106,0.4,TRUE
154117,0,FALSE
154127,0,FALSE
154140,0,FALSE
154146,0.6,TRUE
154160,0.2,TRUE
154162,0.5,TRUE
154167,0,FALSE
154169,0.12,TRUE
154170,0,FALSE
154175,0,FALSE
154178,1,TRUE
154188,1,TRUE
154200,0,FALSE
154204,0,FALSE
154228,0,FALSE
154233,0.2,TRUE
154243,0.4,TRUE
154249,0,FALSE
154269,0.2,TRUE
154270,1,TRUE
154271,1,TRUE
154272,0,FALSE
154274,0,FALSE
154279,1,TRUE
154285,1,TRUE
154289,0,FALSE
154292,0,FALSE
154297,0.08,TRUE
154299,1,TRUE
154306,0,FALSE
154317,0,FALSE
154319,0.3,TRUE
154320,0,FALSE
154329,0.3,TRUE
154332,0,FALSE
154334,0,FALSE
154337,0,FALSE
154343,0,FALSE
154344,0,FALSE
154350,0,FALSE
154352,0,FALSE
154355,1,TRUE
154361,0,FALSE
154365,0,FALSE
154372,0,FALSE
154374,0,FALSE
154377,0,FALSE
154378,0,FALSE
154388,0,FALSE
154393,1,TRUE
154404,0,FALSE
154405,0,FALSE
154408,0.1,TRUE
154414,0.25,TRUE
154415,0,FALSE
154438,0.1,TRUE
154440,0,FALSE
154443,0,FALSE
154444,1,TRUE
154446,1,TRUE
154447,1,TRUE
154450,0,FALSE
154451,0.33,TRUE
154457,1,TRUE
154458,0,FALSE
154461,0,FALSE
154475,0,FALSE
154493,0,FALSE
154497,0,FALSE
154500,0,FALSE
154501,0,FALSE
154503,1,TRUE
154506,0.3,TRUE
154516,1,TRUE
154517,0,FALSE
154522,0,FALSE
154524,0,FALSE
154528,0,FALSE
154542,1,TRUE
154565,0,FALSE
154566,0,FALSE
154569,0,FALSE
154572,1,TRUE
154575,0.03,TRUE
154576,0,FALSE
154579,0,FALSE
154584,0,FALSE
154586,0.2,TRUE
154588,0,FALSE
154590,0,FALSE
154592,1,TRUE
154595,0,FALSE
154597,1,TRUE
154601,0,FALSE
154603,1,TRUE
154605,0,FALSE
154611,0,FALSE
154614,0.05,TRUE
154625,0,FALSE
154626,0,FALSE
154630,0,FALSE
154632,0,FALSE
154635,0,FALSE
154637,0,FALSE
154641,0,FALSE
154642,0.26,TRUE
154645,0,FALSE
154647,0,FALSE
154649,0.05,TRUE
154657,1,TRUE
154659,0,FALSE
154671,0,FALSE
154682,0,FALSE
154692,0,FALSE
154694,1,TRUE
154695,0,FALSE
154698,0,FALSE
154700,1,TRUE
154707,0,FALSE
154708,0.51,TRUE
154711,0.1,TRUE
154713,1,TRUE
154722,1,TRUE
154724,1,TRUE
154739,1,TRUE
154740,0,FALSE
154743,1,TRUE
154752,0,FALSE
154753,0,FALSE
154764,0,FALSE
154767,0,FALSE
154781,1,TRUE
154792,1,TRUE
154806,0,FALSE
154807,0,FALSE
154808,0,FALSE
154810,0,FALSE
154818,0,FALSE
154821,1,TRUE
154826,0,FALSE
154835,0,FALSE
154837,1,TRUE
154839,1,TRUE
154843,0,FALSE
154851,0,FALSE
154867,0,FALSE
154869,0,FALSE
154871,0,FALSE
154872,0,FALSE
154884,0,FALSE
154886,0,FALSE
154890,0,FALSE
154897,0,FALSE
154902,0,FALSE
154903,0,FALSE
154906,0,FALSE
154910,0.46,TRUE
154920,0,FALSE
154933,0.1,TRUE
154936,0,FALSE
154941,0,FALSE
154942,0,FALSE
154944,0,FALSE
154949,0,FALSE
154950,0.3,TRUE
154951,0,FALSE
154954,0,FALSE
154956,0,FALSE
154960,0.54,TRUE
154969,0,FALSE
154986,0.05,TRUE
154987,0.43,TRUE
154993,0.43,TRUE
154994,0,FALSE
154995,0,FALSE
154996,0.72,TRUE
154999,0.25,TRUE
155008,0,FALSE
155015,0,FALSE
155016,0,FALSE
155020,0,FALSE
155023,0,FALSE
155035,0,FALSE
155045,0,FALSE
155046,0,FALSE
155049,0,FALSE
155050,0,FALSE
155052,0,FALSE
155054,0.3,TRUE
155057,0,FALSE
155062,0,FALSE
155064,0,FALSE
155066,0,FALSE
155069,0,FALSE
155070,0.05,TRUE
155071,0,FALSE
155073,0.06,TRUE
155075,0.02,TRUE
155076,0.82,TRUE
155081,0,FALSE
155083,0,FALSE
155085,0.1,TRUE
155089,0,FALSE
155090,0,FALSE
155093,0,FALSE
155095,0,FALSE
155096,0,FALSE
155097,0,FALSE
155098,0,FALSE
155108,0,FALSE
155118,0,FALSE
155123,0,FALSE
155126,0,FALSE
155129,0,FALSE
155138,0,FALSE
155140,0,FALSE
155146,0.8,TRUE
155148,0.05,TRUE
155151,0,FALSE
155156,0,FALSE
155160,0,FALSE
155166,0,FALSE
155167,0.11,TRUE
155170,0,FALSE
155172,0.05,TRUE
155173,0.04,TRUE
155175,0,FALSE
155176,0,FALSE
155177,0,FALSE
155179,0,FALSE
155182,0,FALSE
155185,0,FALSE
155187,0.1,TRUE
155188,0,FALSE
155189,0.05,TRUE
155190,0,FALSE
155192,0,FALSE
155193,0,FALSE
155197,0,FALSE
155200,0.37,TRUE
155202,0,FALSE
155203,0,FALSE
155205,0,FALSE
155207,0.07,TRUE
155209,0.07,TRUE
155214,0.08,TRUE
155215,0,FALSE
155222,0,FALSE
155224,0,FALSE
155225,0,FALSE
155226,0.6,TRUE
155227,0.07,TRUE
155231,0,FALSE
155233,0,FALSE
155234,0.1,TRUE
155238,0.3,TRUE
155244,0,FALSE
155246,0,FALSE
155247,0.25,TRUE
155249,0.06,TRUE
155250,0,FALSE
155252,0.4,TRUE
155254,0,FALSE
155255,0,FALSE
155256,0,FALSE
155257,0,FALSE
155269,0,FALSE
155273,0.53,TRUE
155275,0.7,TRUE
155292,0.1,TRUE
155296,0.1,TRUE
155321,0.27,TRUE
155323,0,FALSE
155326,0,FALSE
155329,0,FALSE
155330,0,FALSE
155345,0,FALSE
155350,0,FALSE
155352,0,FALSE
155353,0,FALSE
155357,0.2,TRUE
155487,0,FALSE
155490,0,FALSE
155493,0.2,TRUE
155500,0.25,TRUE
155502,0,FALSE
155509,0,FALSE
155511,0.2,TRUE
155513,0,FALSE
155519,0,FALSE
155522,0,FALSE
155523,1,TRUE
155525,0,FALSE
155528,0,FALSE
155529,0.17,TRUE
155530,0.1,TRUE
155542,0,FALSE
155545,0,FALSE
155548,0,FALSE
155549,0,FALSE
155555,0,FALSE
155564,0.15,TRUE
155566,0.04,TRUE
155568,0,FALSE
155586,0,FALSE
155588,0.25,TRUE
155592,0,FALSE
155595,0,FALSE
155596,0,FALSE
155597,0.05,TRUE
155600,0.5,TRUE
155602,0,FALSE
155614,0,FALSE
155621,0,FALSE
155622,0,FALSE
155623,0,FALSE
155624,0,FALSE
155626,0,FALSE
155627,0,FALSE
155643,0.26,TRUE
155644,0,FALSE
155645,0,FALSE
155654,0,FALSE
155655,0.49,TRUE
155656,0,FALSE
155657,1,TRUE
155659,0,FALSE
155660,0,FALSE
155661,0.38,TRUE
155662,0.3,TRUE
155663,0,FALSE
155674,0,FALSE
155676,0,FALSE
155677,0,FALSE
155678,0.24,TRUE
155679,0.05,TRUE
155680,0,FALSE
155681,0,FALSE
155684,0,FALSE
155685,0,FALSE
155712,0,FALSE
155718,0,FALSE
155730,0,FALSE
155735,0,FALSE
155752,0.41,TRUE
155761,0,FALSE
155766,0,FALSE
155767,0.05,TRUE
155772,0,FALSE
155775,0.5,TRUE
155776,0,FALSE
155780,0,FALSE
155807,0,FALSE
155830,0,FALSE
155848,0,FALSE
155849,0,FALSE
155852,0,FALSE
155860,0,FALSE
155881,0,FALSE
155886,0,FALSE
155901,0.3,TRUE
155904,0,FALSE
155909,0.3,TRUE
155912,0,FALSE
155915,0,FALSE
155922,0.26,TRUE
155931,0,FALSE
155933,0.3,TRUE
155935,0,FALSE
155940,0,FALSE
155943,0,FALSE
155944,0,FALSE
155958,0,FALSE
155981,0,FALSE
155986,0,FALSE
156017,0,FALSE
156019,0,FALSE
156020,0,FALSE
156031,0,FALSE
156035,0,FALSE
156040,0,FALSE
156042,0,FALSE
156045,0.77,TRUE
156048,0,FALSE
156049,0.77,TRUE
156051,0,FALSE
156058,0,FALSE
156059,0,FALSE
156061,0,FALSE
156074,0,FALSE
156081,0,FALSE
156082,0,FALSE
156085,0,FALSE
156089,0,FALSE
156090,0,FALSE
156095,0,FALSE
156099,0,FALSE
156103,0,FALSE
156107,0.6,TRUE
156114,0,FALSE
156116,0,FALSE
156123,0,FALSE
156124,0,FALSE
156132,0.49,TRUE
156137,0,FALSE
156144,0,FALSE
156158,0,FALSE
156166,0.43,TRUE
156167,0,FALSE
156168,0,FALSE
156179,0,FALSE
156180,0,FALSE
156185,0,FALSE
156186,0,FALSE
156190,0,FALSE
156387,0.15,TRUE
156390,0,FALSE
156391,0,FALSE
156394,0,FALSE
156397,0,FALSE
156405,0,FALSE
156408,0,FALSE
156411,0,FALSE
156418,0.1,TRUE
156431,0,FALSE
156445,0,FALSE
156447,0,FALSE
156481,0,FALSE
156490,0.04,TRUE
156491,0,FALSE
156494,0,FALSE
156501,0,FALSE
156502,0,FALSE
156503,0,FALSE
156504,0.05,TRUE
156506,0,FALSE
156507,0,FALSE
156508,0,FALSE
156510,0,FALSE
156515,0,FALSE
156519,0,FALSE
156520,0,FALSE
156524,0,FALSE
156526,0,FALSE
156530,0,FALSE
156532,0,FALSE
156535,0,FALSE
156538,0,FALSE
156542,0,FALSE
156545,0,FALSE
156547,0.29,TRUE
156550,0.57,TRUE
156558,0,FALSE
156563,0,FALSE
156564,0,FALSE
156567,0,FALSE
156568,0,FALSE
156569,0,FALSE
156571,0,FALSE
156572,0,FALSE
156576,0,FALSE
156577,0,FALSE
156578,0,FALSE
156579,0,FALSE
156580,0,FALSE
156583,0,FALSE
156586,0,FALSE
156590,0,FALSE
156593,0,FALSE
156594,0,FALSE
156596,0,FALSE
156598,0,FALSE
156609,0.2,TRUE
156610,0,FALSE
156617,0,FALSE
156619,0,FALSE
156621,0,FALSE
156627,0.5,TRUE
156631,0,FALSE
156633,0,FALSE
156635,0.54,TRUE
156636,0,FALSE
156638,0,FALSE
156642,0,FALSE
156645,0,FALSE
156648,0,FALSE
156653,0,FALSE
156657,0,FALSE
156660,0,FALSE
156663,0.07,TRUE
156666,0,FALSE
156674,0.03,TRUE
156676,0,FALSE
156677,0,FALSE
156685,0.17,TRUE
156686,0.17,TRUE
156688,0,FALSE
156694,0,FALSE
156695,0.25,TRUE
156699,0.03,TRUE
156715,0,FALSE
156724,0,FALSE
156725,0,FALSE
156727,0,FALSE
156734,0.66,TRUE
156743,0,FALSE
156744,0,FALSE
156746,0,FALSE
156751,0,FALSE
156754,0,FALSE
156771,0,FALSE
156774,0,FALSE
156780,0,FALSE
156781,0.4,TRUE
156787,0,FALSE
156790,0.94,TRUE
156791,0,FALSE
156792,0,FALSE
156800,1,TRUE
156805,0,FALSE
156806,0,FALSE
156809,0,FALSE
156811,0,FALSE
156816,0.9,TRUE
156820,0,FALSE
156821,0.3,TRUE
156825,0,FALSE
156843,0.05,TRUE
156848,0,FALSE
156854,0.19,TRUE
156868,0,FALSE
156869,0.2,TRUE
156874,0.05,TRUE
156878,0,FALSE
156888,0,FALSE
156890,0,FALSE
156894,0,FALSE
156898,0,FALSE
156910,0,FALSE
156911,0,FALSE
156914,0,FALSE
156917,0.2,TRUE
156919,0.25,TRUE
156921,0,FALSE
156922,0,FALSE
156923,0.32,TRUE
156924,0.15,TRUE
156926,0,FALSE
156929,0,FALSE
156938,0,FALSE
156940,0,FALSE
156951,0,FALSE
156954,0,FALSE
156955,0.6,TRUE
156956,0,FALSE
156957,0,FALSE
156963,0,FALSE
156965,0,FALSE
156969,0,FALSE
156978,0,FALSE
156982,0,FALSE
156984,0,FALSE
156985,0,FALSE
156988,0,FALSE
157034,0,FALSE
157040,0.05,TRUE
157047,0.15,TRUE
157050,0,FALSE
157054,0,FALSE
157059,0.6,TRUE
157061,1,TRUE
157065,0,FALSE
157067,0,FALSE
157070,0.01,TRUE
157072,0,FALSE
157073,0.05,TRUE
157074,0.15,TRUE
157076,0.02,TRUE
157084,0,FALSE
157085,0.02,TRUE
157086,0,FALSE
157087,0,FALSE
157090,0,FALSE
157094,0.1,TRUE
157095,0,FALSE
157097,0.35,TRUE
157101,0,FALSE
157107,0,FALSE
157111,0,FALSE
157120,0.46,TRUE
157122,0,FALSE
157124,0,FALSE
157144,0,FALSE
157145,0,FALSE
157150,0.25,TRUE
157151,0,FALSE
157152,0,FALSE
157154,0,FALSE
157161,0.1,TRUE
157167,0,FALSE
157170,0,FALSE
157171,0,FALSE
157173,0,FALSE
157175,0,FALSE
157176,0.2,TRUE
157178,0.3,TRUE
157180,0.1,TRUE
157181,0,FALSE
157183,0.05,TRUE
157188,0,FALSE
157190,0,FALSE
157192,0.1,TRUE
157193,0,FALSE
157195,0.06,TRUE
157197,0.02,TRUE
157205,0,FALSE
157209,0,FALSE
157210,0,FALSE
157213,0,FALSE
157217,0.1,TRUE
157223,0,FALSE
157228,0,FALSE
157232,0,FALSE
157235,0,FALSE
157239,0,FALSE
157244,0,FALSE
157249,0,FALSE
157250,0.2,TRUE
157254,0,FALSE
157256,0,FALSE
157267,0,FALSE
157270,0,FALSE
157273,0,FALSE
157276,0,FALSE
157285,0.2,TRUE
157292,0.1,TRUE
157295,0,FALSE
157296,0,FALSE
157309,0,FALSE
157311,0.01,TRUE
157315,0,FALSE
157327,0,FALSE
157343,0,FALSE
157354,0,FALSE
157357,0.4,TRUE
157363,0.15,TRUE
157369,0.2,TRUE
157373,0,FALSE
157418,0.35,TRUE
157419,0,FALSE
157430,0,FALSE
157434,0.15,TRUE
157670,0,FALSE
157740,0.4,TRUE
157772,0,FALSE
157937,0,FALSE
157939,0.3,TRUE
157954,0.15,TRUE
158046,0,FALSE
158066,0,FALSE
158067,0,FALSE
158095,0,FALSE
158096,0,FALSE
158097,0,FALSE
158099,0,FALSE
158100,0,FALSE
158101,0,FALSE
158103,0,FALSE
158104,0,FALSE
158105,0,FALSE
158106,0,FALSE
158107,0,FALSE
158195,0,FALSE
158204,0,FALSE
158208,0,FALSE
158213,0,FALSE
158250,0,FALSE
158252,0,FALSE
158258,0,FALSE
158291,0.04,TRUE
158301,0,FALSE
158308,0,FALSE
158314,0,FALSE
158319,0.05,TRUE
158322,0.85,TRUE
158346,0,FALSE
